;;ÖÐR.;PUAN;GENEL;OK.BÝR.;ÞEHÝT VE;34 YAÞ;DEPREM-;;2024-YKS;2024-YKS;;AKREDÝ-
PROGRAM;PROGRAM ADI (2);SÜRE ;TÜRÜ;KONT. ;KONT. ;GAZÝ YAK.;ÜSTÜ KADIN;ZEDE ADAY;ÖZEL KOÞUL VE ;BAÞARI;EN KÜÇÜK;TYÇ;TASYON
KODU (1);;(3);(4);(5);(6);KONT. (7);KONT. (8);KONT. (9);AÇIKLAMALAR (10);SIRASI (11);PUAN (12);(13);(14)
;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
208150894;  Uçak Teknolojisi (Burslu);2;TYT;10;;1;;1;10, 21, 64;407943;350.66669;;
208150901;  Uçak Teknolojisi (%50 Ýndirimli);2;TYT;45;;;;;10, 21, 64;1460783;261.26289;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
208150197;  Aðýz ve Diþ Saðlýðý (Ücretli);2;TYT;4;;;;;64;2244653;217.37029;;
208150204;  Aðýz ve Diþ Saðlýðý (Burslu);2;TYT;10;;2;;1;21, 64;654613;319.97957;;
208150213;  Aðýz ve Diþ Saðlýðý (%50 Ýndirimli);2;TYT;64;;;;;21, 64;1997942;230.75466;;
208150267;  Ameliyathane Hizmetleri (Ücretli);2;TYT;4;;;;;64;2542225;199.81578;;
208150231;  Ameliyathane Hizmetleri (Burslu);2;TYT;10;;1;;1;21, 64;740001;311.92203;;
208150249;  Ameliyathane Hizmetleri (%50 Ýndirimli);2;TYT;60;;;;;21, 64;2381405;209.76044;;
208150276;  Anestezi (Ücretli);2;TYT;36;;;;;64;2090089;225.78274;;
208150285;  Anestezi (Burslu);2;TYT;10;;2;;1;21, 64;496474;337.89232;;
208151190;  Anestezi (%25 Ýndirimli);2;TYT;32;;;;;21, 64;1484379;259.85347;;
208150091;  Çocuk Geliþimi (Burslu);2;TYT;4;;1;;1;21, 64;805948;306.21435;;
208150576;  Çocuk Geliþimi (%50 Ýndirimli);2;TYT;25;;;;;21, 64;2117735;224.27830;;
208151008;  Diþ Protez Teknolojisi (Ücretli);2;TYT;2;;;;;64;...;----;;
208151017;  Diþ Protez Teknolojisi (Burslu);2;TYT;5;;1;;1;21, 64;544558;331.87618;;
208151026;  Diþ Protez Teknolojisi (%50 Ýndirimli);2;TYT;32;;;;;21, 64;1581739;254.12755;;
208150082;  Diyaliz (Ücretli);2;TYT;2;;;;;64;2091312;225.71656;;
208150073;  Diyaliz (Burslu);2;TYT;8;;1;;1;21, 64;772056;309.11246;;
208150594;  Diyaliz (%50 Ýndirimli);2;TYT;48;;;;;21, 64;;;;
208151089;  Elektronörofizyoloji (Burslu);2;TYT;4;;1;;1;21, 64;825171;304.61007;;
208151098;  Elektronörofizyoloji (%50 Ýndirimli);2;TYT;25;;;;;21, 64;;;;
208151152;  Evde Hasta Bakýmý (Burslu);2;TYT;4;;;;1;21, 64;622442;323.23799;;
208151153;  Evde Hasta Bakýmý (%50 Ýndirimli);2;TYT;21;;;;;21, 64;1918409;235.07325;;
208150355;  Fizyoterapi (Ücretli);2;TYT;10;;;;;64;;;;
208150364;  Fizyoterapi (Burslu);2;TYT;10;;2;;1;21, 64;679773;317.52383;;
208150373;  Fizyoterapi (%50 Ýndirimli);2;TYT;58;;;;;21, 64;...;----;;
208150434;  Ýlk ve Acil Yardým (Ücretli);2;TYT;34;;;;;64;2222648;218.57866;;
208150443;  Ýlk ve Acil Yardým (Burslu);2;TYT;10;;2;;1;21, 64;552550;330.93893;;
208151165;  Ýlk ve Acil Yardým (%25 Ýndirimli);2;TYT;34;;;;;21, 64;1517715;257.87017;;
208150064;  Odyometri (Burslu);2;TYT;4;;1;;1;21, 64;735276;312.35101;;
208150558;  Odyometri (%50 Ýndirimli);2;TYT;31;;;;;21, 64;;;;
208150028;  Patoloji Laboratuvar Teknikleri (Burslu);2;TYT;5;;1;;1;21, 64;792120;307.38466;;
208150037;  Patoloji Laboratuvar Teknikleri (%50 Ýndirimli);2;TYT;34;;;;;21, 64;2708699;183.93361;;
208150116;  Radyoterapi (Burslu);2;TYT;4;;1;;1;21, 64;757742;310.33891;;
208150125;  Radyoterapi (%50 Ýndirimli);2;TYT;31;;;;;21, 64;2695841;185.91460;;
208151053;  Týbbi Dokümantasyon ve Sekreterlik (Burslu);2;TYT;4;;;;1;21, 64;593898;326.27004;;
208151062;  Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli);2;TYT;21;;;;;21, 64;1569963;254.81136;;
208150479;  Týbbi Görüntüleme Teknikleri (Ücretli);2;TYT;3;;;;;64;2278061;215.54163;;
208150488;  Týbbi Görüntüleme Teknikleri (Burslu);2;TYT;10;;2;;1;21, 64;669471;318.52177;;
208150497;  Týbbi Görüntüleme Teknikleri (%50 Ýndirimli);2;TYT;65;;;;;21, 64;1793290;242.01436;;
208150513;  Týbbi Laboratuvar Teknikleri (Ücretli);2;TYT;3;;;;;64;2240145;217.62297;;
208150522;  Týbbi Laboratuvar Teknikleri (Burslu);2;TYT;10;;1;;1;21, 64;699078;315.68707;;
208150531;  Týbbi Laboratuvar Teknikleri (%50 Ýndirimli);2;TYT;58;;;;;21, 64;2365570;210.66093;;
;ÝSTANBUL SAÐLIK VE SOSYAL BÝLÝMLER MESLEK YÜKSEKOKULU (Vakýf Üniversitesi) ;;;;;;;;;;;;
;Ýstanbul Saðlýk ve Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
209910010;  Aðýz ve Diþ Saðlýðý (Burslu);2;TYT;8;;1;;1;21, 64;562886;329.74405;;
209910011;  Aðýz ve Diþ Saðlýðý (%50 Ýndirimli);2;TYT;51;;;;;21, 64;1102748;284.05196;;
209910012;  Ameliyathane Hizmetleri (Burslu);2;TYT;8;;1;;1;21, 64;654240;320.01716;;
209910013;  Ameliyathane Hizmetleri (%50 Ýndirimli);2;TYT;51;;;;;21, 64;1286017;272.03867;;
209910014;  Anestezi (Burslu);2;TYT;8;;1;;1;21, 64;435488;346.40441;;
209910046;  Anestezi (Burslu) (Bursa Yerleþkesi) ;2;TYT;8;;1;;1;21, 64;...;----;;
209910015;  Anestezi (%50 Ýndirimli);2;TYT;51;;;;;21, 64;908629;297.99505;;
209910053;  Anestezi (%50 Ýndirimli) (Bursa Yerleþkesi) ;2;TYT;51;;;;;21, 64;...;----;;
209910016;  Aþçýlýk (Burslu);2;TYT;5;;1;;1;21, 64;530130;333.59050;;
209910017;  Aþçýlýk (%50 Ýndirimli);2;TYT;34;;;;;21, 64;1433781;262.88730;;
209910018;  Fizyoterapi (Burslu);2;TYT;8;;1;;1;21, 64;615418;323.97237;;
209910060;  Fizyoterapi (Burslu) (Bursa Yerleþkesi) ;2;TYT;8;;1;;1;21, 64;...;----;;
209910019;  Fizyoterapi (%50 Ýndirimli);2;TYT;51;;;;;21, 64;1369605;266.83072;;
209910067;  Fizyoterapi (%50 Ýndirimli) (Bursa Yerleþkesi) ;2;TYT;51;;;;;21, 64;...;----;;
209910020;  Grafik Tasarýmý (Burslu);2;TYT;5;;1;;1;21, 64;488508;338.95676;;
209910074;  Grafik Tasarýmý (Burslu) (Bursa Yerleþkesi) ;2;TYT;7;;1;;1;21, 64;...;----;;
209910021;  Grafik Tasarýmý (%50 Ýndirimli);2;TYT;34;;;;;21, 64;1421693;263.62268;;
209910081;  Grafik Tasarýmý (%50 Ýndirimli) (Bursa Yerleþkesi) ;2;TYT;42;;;;;21, 64;...;----;;
209910022;  Ýç Mekan Tasarýmý (Burslu);2;TYT;7;;1;;1;21, 64;589038;326.79791;;
209910088;  Ýç Mekan Tasarýmý (Burslu) (Bursa Yerleþkesi) ;2;TYT;7;;1;;1;21, 64;...;----;;
209910023;  Ýç Mekan Tasarýmý (%50 Ýndirimli);2;TYT;42;;;;;21, 64;2346183;211.76170;;
209910095;  Ýç Mekan Tasarýmý (%50 Ýndirimli) (Bursa Yerleþkesi) ;2;TYT;45;;;;;21, 64;...;----;;
209910024;  Ýlk ve Acil Yardým (Burslu);2;TYT;8;;1;;1;21, 64;539209;332.50567;;
209910102;  Ýlk ve Acil Yardým (Burslu) (Bursa Yerleþkesi) ;2;TYT;8;;1;;1;21, 64;...;----;;
209910025;  Ýlk ve Acil Yardým (%50 Ýndirimli);2;TYT;51;;;;;21, 64;925281;296.74782;;
209910109;  Ýlk ve Acil Yardým (%50 Ýndirimli) (Bursa Yerleþkesi) ;2;TYT;51;;;;;21, 64;...;----;;
209910026;  Mimari Restorasyon (Burslu);2;TYT;7;;1;;1;21, 64;571227;328.77377;;
209910027;  Mimari Restorasyon (%50 Ýndirimli);2;TYT;42;;;;;21, 64;2046710;228.11612;;
209910028;  Moda Tasarýmý (Burslu);2;TYT;7;;1;;1;21, 64;629108;322.54476;;
209910116;  Moda Tasarýmý (Burslu) (Bursa Yerleþkesi) ;2;TYT;7;;1;;1;21, 64;...;----;;
209910029;  Moda Tasarýmý (%50 Ýndirimli);2;TYT;42;;;;;21, 64;1977593;231.85328;;
209910123;  Moda Tasarýmý (%50 Ýndirimli) (Bursa Yerleþkesi) ;2;TYT;42;;;;;21, 64;...;----;;
209910030;  Optisyenlik (Burslu);2;TYT;7;;1;;1;21, 64;564685;329.53212;;
209910031;  Optisyenlik (%50 Ýndirimli);2;TYT;42;;;;;21, 64;1475890;260.35010;;
209910034;  Týbbi Dokümantasyon ve Sekreterlik (Burslu);2;TYT;7;;1;;1;21, 64;499147;337.53930;;
209910130;  Týbbi Dokümantasyon ve Sekreterlik (Burslu) (Bursa Yerleþkesi) ;2;TYT;8;;1;;1;21, 64;...;----;;
209910035;  Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli);2;TYT;42;;;;;21, 64;1069853;286.29177;;
209910137;  Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli) (Bursa Yerleþkesi);2;TYT;51;;;;;21, 64;...;----;;
209910036;  Týbbi Görüntüleme Teknikleri (Burslu);2;TYT;8;;1;;1;21, 64;528636;333.77608;;
209910037;  Týbbi Görüntüleme Teknikleri (%50 Ýndirimli);2;TYT;51;;;;;21, 64;1112847;283.35881;;
209910038;  Týbbi Laboratuvar Teknikleri (Burslu);2;TYT;8;;1;;1;21, 64;541379;332.25417;;
209910039;  Týbbi Laboratuvar Teknikleri (%50 Ýndirimli);2;TYT;51;;;;;21, 64;1156001;280.46158;;
;ÝSTANBUL ÞÝÞLÝ MESLEK YÜKSEKOKULU (Vakýf Üniversitesi) ;;;;;;;;;;;;
;Ýstanbul Þiþli Meslek Yüksekokulu;;;;;;;;;;;;
206851388;  Aðýz ve Diþ Saðlýðý (Ücretli);2;TYT;1;;;;;64;2051678;227.84483;;
206851397;  Aðýz ve Diþ Saðlýðý (Burslu);2;TYT;10;;2;;1;21, 64;669868;318.48162;;
206851404;  Aðýz ve Diþ Saðlýðý (%50 Ýndirimli);2;TYT;67;;;;;21, 64;1667982;249.12414;;
206870091;  Ameliyathane Hizmetleri (Ücretli);2;TYT;2;;;;;64;879473;300.24894;;
206851422;  Ameliyathane Hizmetleri (Burslu);2;TYT;10;;2;;1;21, 64;728630;312.96703;;
206851431;  Ameliyathane Hizmetleri (%50 Ýndirimli);2;TYT;66;;;;;21, 64;1749404;244.48501;;
206851449;  Anestezi (Ücretli);2;TYT;7;;;;;64;1524866;257.44939;;
206851458;  Anestezi (Burslu);2;TYT;10;;2;;1;21, 64;501754;337.20053;;
206851467;  Anestezi (%50 Ýndirimli);2;TYT;61;;;;;21, 64;1288799;271.86372;;
206851291;  Aþçýlýk (Burslu);2;TYT;10;;2;;1;21, 64;657576;319.68914;;
206851307;  Aþçýlýk (%50 Ýndirimli);2;TYT;68;;;;;21, 64;1988734;231.24777;;
206850027;  Bankacýlýk ve Sigortacýlýk (Burslu);2;TYT;13;;2;;1;21, 64;781019;308.33631;;
206850036;  Bankacýlýk ve Sigortacýlýk (%50 Ýndirimli);2;TYT;85;;;;;21, 64;1844838;239.14162;;
206850115;  Çocuk Geliþimi (Burslu);2;TYT;13;;2;;1;21, 64;838912;303.49344;;
206850124;  Çocuk Geliþimi (%50 Ýndirimli);2;TYT;83;;;;;21, 64;1940467;233.87005;;
206850945;  Dýþ Ticaret (Burslu);2;TYT;10;;2;;1;21, 64;...;----;;
206850954;  Dýþ Ticaret (%50 Ýndirimli);2;TYT;68;;;;;21, 64;...;----;;
206851485;  Elektronörofizyoloji (Burslu);2;TYT;10;;2;;1;21, 64;860171;301.75946;;
206851494;  Elektronörofizyoloji (%50 Ýndirimli);2;TYT;68;;;;;21, 64;2252429;216.94626;;
206870153;  E-Ticaret ve Pazarlama (Burslu);2;TYT;13;;2;;1;21, 64;704165;315.21393;;
206870160;  E-Ticaret ve Pazarlama (%50 Ýndirimli);2;TYT;85;;;;;21, 64;1804144;241.40608;;
206850724;  Fizyoterapi (Ücretli);2;TYT;3;;;;;64;2084653;226.06820;;
206850733;  Fizyoterapi (Burslu);2;TYT;10;;2;;1;21, 64;700103;315.59744;;
206850742;  Fizyoterapi (%50 Ýndirimli);2;TYT;65;;;;;21, 64;1636400;250.93608;;
206850512;  Grafik Tasarýmý (Burslu);2;TYT;15;;2;;1;21, 64;681731;317.33206;;
206850636;  Grafik Tasarýmý (%50 Ýndirimli);2;TYT;93;;;;;21, 64;1756534;244.08972;;
206851325;  Ýç Mekan Tasarýmý (Burslu);2;TYT;13;;2;;1;21, 64;759636;310.17726;;
206851334;  Ýç Mekan Tasarýmý (%50 Ýndirimli);2;TYT;85;;;;;21, 64;2185059;220.63382;;
206850487;  Ýlk ve Acil Yardým (Ücretli);2;TYT;7;;;;;64;1634999;251.01632;;
206850496;  Ýlk ve Acil Yardým (Burslu);2;TYT;10;;2;;1;21, 64;565813;329.40279;;
206850593;  Ýlk ve Acil Yardým (%50 Ýndirimli);2;TYT;61;;;;;21, 64;1286951;271.97940;;
206870167;  Mahkeme Büro Hizmetleri (Burslu);2;TYT;16;;2;;1;21, 64;762884;309.89856;;
206870174;  Mahkeme Büro Hizmetleri (%50 Ýndirimli);2;TYT;102;;;;;21, 64;1592604;253.48558;;
206851546;  Odyometri (Burslu);2;TYT;10;;2;;1;21, 64;826892;304.46614;;
206851555;  Odyometri (%50 Ýndirimli);2;TYT;68;;;;;21, 64;2119305;224.19340;;
206870146;  Radyoterapi (Ücretli);2;TYT;1;;;;;64;2344664;211.84758;;
206850821;  Radyoterapi (Burslu);2;TYT;10;;2;;1;21, 64;798912;306.80231;;
206850839;  Radyoterapi (%50 Ýndirimli);2;TYT;67;;;;;21, 64;2067834;226.97395;;
206850539;  Saç Bakýmý ve Güzellik Hizmetleri (Burslu);2;TYT;13;;2;;1;21, 64;751031;310.93426;;
206850654;  Saç Bakýmý ve Güzellik Hizmetleri (%50 Ýndirimli);2;TYT;85;;;;;21, 64;1966703;232.44580;;
206870096;  Sivil Havacýlýk Kabin Hizmetleri (Burslu);2;TYT;16;;2;;1;10, 21, 64;621959;323.29113;;
206870097;  Sivil Havacýlýk Kabin Hizmetleri (%50 Ýndirimli);2;TYT;102;;;;;10, 21, 64;1382845;266.01940;;
206850478;  Týbbi Dokümantasyon ve Sekreterlik (Burslu);2;TYT;16;;2;;1;21, 64;646081;320.83782;;
206850575;  Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli);2;TYT;102;;;;;21, 64;1384521;265.91597;;
206851501;  Týbbi Görüntüleme Teknikleri (Ücretli);2;TYT;2;;;;;64;1741022;244.95948;;
206851519;  Týbbi Görüntüleme Teknikleri (Burslu);2;TYT;10;;2;;1;21, 64;642337;321.20823;;
206851528;  Týbbi Görüntüleme Teknikleri (%50 Ýndirimli);2;TYT;66;;;;;21, 64;1632470;251.16286;;
206850293;  Turizm ve Otel Ýþletmeciliði (Burslu);2;TYT;13;;2;;1;21, 64;743669;311.59343;;
206850309;  Turizm ve Otel Ýþletmeciliði (%50 Ýndirimli);2;TYT;85;;;;;21, 64;2048125;228.03823;;
206850354;  Yaþlý Bakýmý (Burslu);2;TYT;16;;2;;1;21, 64;...;----;;
206850363;  Yaþlý Bakýmý (%50 Ýndirimli);2;TYT;102;;;;;21, 64;...;----;;
;ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ (Vakýf Üniversitesi) ;;;;;;;;;;;;
;Meslek Yüksekokulu;;;;;;;;;;;;
203490321;  Bilgisayar Programcýlýðý (Ücretli);2;TYT;8;;;;;18, 64;592214;326.45052;;
203490237;  Bilgisayar Programcýlýðý (Burslu);2;TYT;8;;1;;1;18, 21, 64;261534;379.81005;;
203490244;  Bilgisayar Programcýlýðý (%50 Ýndirimli);2;TYT;43;;;;;18, 21, 64;697868;315.80100;;
203490461;  Bilgisayar Teknolojisi (Ücretli);2;TYT;8;;;;;18, 64;...;----;;
203490328;  Bilgisayar Teknolojisi (Burslu);2;TYT;5;;1;;1;18, 21, 64;405123;351.10943;;
203490335;  Bilgisayar Teknolojisi (%50 Ýndirimli);2;TYT;26;;;;;18, 21, 64;1248587;274.41528;;
203490342;  Siber Güvenlik (Ücretli);2;TYT;10;;;;;18, 64;573119;328.55747;;
203490251;  Siber Güvenlik (Burslu);2;TYT;8;;1;;1;18, 21, 64;191611;399.96173;;
203490258;  Siber Güvenlik (%50 Ýndirimli);2;TYT;41;;;;;18, 21, 64;644710;320.97161;;
;ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ (Vakýf Üniversitesi) ;;;;;;;;;;;;
;Plato Meslek Yüksekokulu;;;;;;;;;;;;
205053774;  Aðýz ve Diþ Saðlýðý (Burslu);2;TYT;10;;2;;1;18, 21, 64;634333;322.00802;;
205053765;  Aðýz ve Diþ Saðlýðý (%50 Ýndirimli);2;TYT;67;;;;;18, 21, 64;2106435;224.89699;;
205053792;  Ameliyathane Hizmetleri (Burslu);2;TYT;10;;2;;1;18, 21, 64;724005;313.38922;;
205053783;  Ameliyathane Hizmetleri (%50 Ýndirimli);2;TYT;67;;;;;18, 21, 64;2380511;209.81312;;
205053817;  Anestezi (Burslu);2;TYT;10;;2;;1;18, 21, 64;477551;340.40163;;
205053808;  Anestezi (%50 Ýndirimli);2;TYT;68;;;;;18, 21, 64;1371957;266.67544;;
205051566;  Aþçýlýk (Burslu);2;TYT;10;;2;;1;18, 21, 64;616822;323.83282;;
205051575;  Aþçýlýk (%50 Ýndirimli);2;TYT;67;;;;;18, 21, 64;;;;
205053262;  Aþçýlýk (Uzaktan Öðretim) (Burslu);2;TYT;8;;1;;1;7, 18, 21, 64;226982;388.97466;;
205090109;  Aþçýlýk (Uzaktan Öðretim) (%50 Ýndirimli);2;TYT;51;;;;;7, 18, 21, 64;2154173;222.30894;;
205050489;  Bilgisayar Destekli Tasarým ve Animasyon (Burslu);2;TYT;10;;2;;1;18, 21, 64;479282;340.17359;;
205050656;  Bilgisayar Destekli Tasarým ve Animasyon (%50 Ýndirimli);2;TYT;67;;;;;18, 21, 64;;;;
205090094;  Bilgisayar Destekli Tasarým ve Animasyon (Uzaktan Öðretim) (Burslu);2;TYT;10;;2;;1;7, 8, 18, 21, 64;219356;391.20539;;
205090095;  Bilgisayar Destekli Tasarým ve Animasyon (Uzaktan Öðretim) (%50 Ýndirimli);2;TYT;67;;;;;7, 8, 18, 21, 64;2178371;220.99834;;
205050505;  Bilgisayar Programcýlýðý (Burslu);2;TYT;13;;2;;1;18, 21, 64;380903;355.14829;;
205050674;  Bilgisayar Programcýlýðý (%50 Ýndirimli);2;TYT;85;;;;;18, 21, 64;;;;
205090096;  Bilgisayar Programcýlýðý (Uzaktan Öðretim) (Burslu);2;TYT;12;;2;;1;7, 8, 18, 21, 64;287757;373.56284;;
205090097;  Bilgisayar Programcýlýðý (Uzaktan Öðretim) (%50 Ýndirimli);2;TYT;75;;;;;7, 8, 18, 21, 64;1999055;230.69619;;
205090254;  Bilgisayar Teknolojisi (Burslu);2;TYT;8;;1;;1;18, 21, 64;498387;337.63852;;
205090261;  Bilgisayar Teknolojisi (%50 Ýndirimli);2;TYT;51;;;;;18, 21, 64;2209607;219.29571;;
205050311;  Çocuk Geliþimi (Burslu);2;TYT;10;;1;;1;18, 21, 64;810576;305.82539;;
205050374;  Çocuk Geliþimi (%50 Ýndirimli);2;TYT;64;;;;;18, 21, 64;2747722;171.68742;;
205090060;  Diþ Protez Teknolojisi (Burslu);2;TYT;9;;1;;1;18, 21, 64;524768;334.25219;;
205090061;  Diþ Protez Teknolojisi (%50 Ýndirimli);2;TYT;59;;;;;18, 21, 64;1579675;254.25024;;
205090062;  Eczane Hizmetleri (Burslu);2;TYT;10;;1;;1;18, 21, 64;705061;315.12874;;
205090063;  Eczane Hizmetleri (%50 Ýndirimli);2;TYT;64;;;;;18, 21, 64;2459233;205.13885;;
205090106;  Elektrik (Burslu);2;TYT;10;;1;;1;18, 21, 64;693284;316.23623;;
205090107;  Elektrik (%50 Ýndirimli);2;TYT;64;;;;;18, 21, 64;2476648;204.06378;;
205090660;  E-Ticaret ve Pazarlama (Burslu);2;TYT;7;;1;;1;18, 21, 64;...;----;;
205090667;  E-Ticaret ve Pazarlama (%50 Ýndirimli);2;TYT;42;;;;;18, 21, 64;...;----;;
205053835;  Fizyoterapi (Burslu);2;TYT;10;;2;;1;18, 21, 64;657225;319.72284;;
205053826;  Fizyoterapi (%50 Ýndirimli);2;TYT;66;;;;;18, 21, 64;2635738;192.57796;;
205050214;  Grafik Tasarýmý (Burslu);2;TYT;10;;2;;1;18, 21, 64;591508;326.52899;;
205050383;  Grafik Tasarýmý (%50 Ýndirimli);2;TYT;68;;;;;18, 21, 64;2501605;202.48852;;
205053305;  Grafik Tasarýmý (Uzaktan Öðretim) (Burslu);2;TYT;13;;2;;1;7, 18, 21, 64;371248;356.86567;;
205090111;  Grafik Tasarýmý (Uzaktan Öðretim) (%50 Ýndirimli);2;TYT;85;;;;;7, 18, 21, 64;2196861;219.98874;;
205050232;  Grafik Tasarýmý (Ýngilizce) (Burslu);2;TYT;7;;1;;1;18, 21, 22, 23, 24, 64;417321;349.18777;;
205050392;  Grafik Tasarýmý (Ýngilizce) (%50 Ýndirimli);2;TYT;43;;;;;18, 21, 22, 23, 24, 64;;;;
205053147;  Harita ve Kadastro (Burslu);2;TYT;10;;1;;1;18, 21, 64;768510;309.41706;;
205053156;  Harita ve Kadastro (%50 Ýndirimli);2;TYT;64;;;;;18, 21, 64;2676740;188.38650;;
205053129;  Ýç Mekan Tasarýmý (Burslu);2;TYT;12;;2;;1;18, 21, 64;716374;314.08816;;
205053138;  Ýç Mekan Tasarýmý (%50 Ýndirimli);2;TYT;76;;;;;18, 21, 64;;;;
205052413;  Ýlk ve Acil Yardým (Burslu);2;TYT;10;;2;;1;18, 21, 64;572118;328.66974;;
205052422;  Ýlk ve Acil Yardým (%50 Ýndirimli);2;TYT;68;;;;;18, 21, 64;1726524;245.78483;;
205050523;  Ýnternet ve Að Teknolojileri (Burslu);2;TYT;11;;2;;1;18, 21, 64;656401;319.80218;;
205050859;  Ýnternet ve Að Teknolojileri (%50 Ýndirimli);2;TYT;72;;;;;18, 21, 64;;;;
205090098;  Ýnternet ve Að Teknolojileri (Uzaktan Öðretim) (Burslu);2;TYT;8;;1;;1;7, 8, 18, 21, 64;455410;343.50061;;
205090099;  Ýnternet ve Að Teknolojileri (Uzaktan Öðretim) (%50 Ýndirimli);2;TYT;51;;;;;7, 8, 18, 21, 64;2169459;221.48291;;
205050277;  Mimari Restorasyon (Burslu);2;TYT;8;;1;;1;18, 21, 64;702658;315.35385;;
205050417;  Mimari Restorasyon (%50 Ýndirimli);2;TYT;51;;;;;18, 21, 64;;;;
205090674;  Mobil Teknolojileri (Burslu);2;TYT;7;;1;;1;18, 21, 64;...;----;;
205090681;  Mobil Teknolojileri (%50 Ýndirimli);2;TYT;42;;;;;18, 21, 64;...;----;;
205051672;  Moda Tasarýmý (Burslu);2;TYT;8;;1;;1;18, 21, 64;651624;320.28344;;
205051681;  Moda Tasarýmý (%50 Ýndirimli);2;TYT;51;;;;;18, 21, 64;2631673;192.94196;;
205053332;  Moda Tasarýmý (Uzaktan Öðretim) (Burslu);2;TYT;10;;2;;1;7, 18, 21, 64;622609;323.21961;;
205090113;  Moda Tasarýmý (Uzaktan Öðretim) (%50 Ýndirimli);2;TYT;67;;;;;7, 18, 21, 64;1941259;233.82742;;
205090064;  Odyometri (Burslu);2;TYT;9;;1;;1;18, 21, 64;785994;307.89978;;
205090066;  Odyometri (%50 Ýndirimli);2;TYT;53;;;;;18, 21, 64;2736111;177.46553;;
205090153;  Optisyenlik (Burslu);2;TYT;7;;1;;1;18, 21, 64;722370;313.53837;;
205090154;  Optisyenlik (%50 Ýndirimli);2;TYT;42;;;;;18, 21, 64;2629398;193.13557;;
205090268;  Otomotiv Teknolojisi (Burslu);2;TYT;5;;1;;1;18, 21, 64;689061;316.63243;;
205090275;  Otomotiv Teknolojisi (%50 Ýndirimli);2;TYT;34;;;;;18, 21, 64;2194630;220.10795;;
205090688;  Patoloji Laboratuvar Teknikleri (Burslu);2;TYT;5;;1;;1;18, 21, 64;...;----;;
205090695;  Patoloji Laboratuvar Teknikleri (%50 Ýndirimli);2;TYT;34;;;;;18, 21, 64;...;----;;
205090702;  Siber Güvenlik (Burslu);2;TYT;7;;1;;1;18, 21, 64;...;----;;
205090709;  Siber Güvenlik (%50 Ýndirimli);2;TYT;42;;;;;18, 21, 64;...;----;;
205053183;  Sivil Hava Ulaþtýrma Ýþletmeciliði (Burslu);2;TYT;7;;1;;1;10, 18, 21, 64;631525;322.29919;;
205053192;  Sivil Hava Ulaþtýrma Ýþletmeciliði (%50 Ýndirimli);2;TYT;44;;;;;10, 18, 21, 64;2121385;224.07980;;
205053226;  Sivil Havacýlýk Kabin Hizmetleri (Burslu);2;TYT;10;;1;;1;10, 18, 21, 64;532891;333.26491;;
205053235;  Sivil Havacýlýk Kabin Hizmetleri (%50 Ýndirimli);2;TYT;63;;;;;10, 18, 21, 64;1622866;251.71747;;
205090716;  Tele-Saðlýk Teknikerliði (Burslu);2;TYT;7;;1;;1;18, 21, 64;...;----;;
205090723;  Tele-Saðlýk Teknikerliði (%50 Ýndirimli);2;TYT;42;;;;;18, 21, 64;...;----;;
205051884;  Týbbi Dokümantasyon ve Sekreterlik (Burslu);2;TYT;10;;2;;1;18, 21, 64;638500;321.59296;;
205051893;  Týbbi Dokümantasyon ve Sekreterlik (%50 Ýndirimli);2;TYT;67;;;;;18, 21, 64;2106185;224.91171;;
205051821;  Týbbi Görüntüleme Teknikleri (Burslu);2;TYT;10;;2;;1;18, 21, 64;626681;322.78844;;
205053411;  Týbbi Görüntüleme Teknikleri (%50 Ýndirimli);2;TYT;68;;;;;18, 21, 64;2384436;209.58030;;
205051848;  Týbbi Laboratuvar Teknikleri (Burslu);2;TYT;10;;2;;1;18, 21, 64;660584;319.39687;;
205053429;  Týbbi Laboratuvar Teknikleri (%50 Ýndirimli);2;TYT;68;;;;;18, 21, 64;2629574;193.12236;;
205090730;  Týbbi Veri Ýþleme Teknikerliði (Burslu);2;TYT;7;;1;;1;18, 21, 64;...;----;;
205090737;  Týbbi Veri Ýþleme Teknikerliði (%50 Ýndirimli);2;TYT;42;;;;;18, 21, 64;...;----;;
205090155;  Turist Rehberliði (Burslu);2;TYT;10;;2;;1;18, 21, 64;415403;349.49233;;
205090156;  Turist Rehberliði (%50 Ýndirimli);2;TYT;67;;;;;18, 21, 64;2286470;215.08549;;
205053244;  Turist Rehberliði (Uzaktan Öðretim) (Burslu);2;TYT;10;;2;;1;7, 18, 21, 64;170646;407.38610;;
