;;ÖÐR.;PUAN;GENEL;OK.BÝR.;ÞEHÝT VE;34 YAÞ;DEPREM-;;2024-YKS;2024-YKS;;AKREDÝ-
PROGRAM;PROGRAM ADI (2);SÜRE ;TÜRÜ;KONT. ;KONT. ;GAZÝ YAK.;ÜSTÜ KADIN;ZEDE ADAY;ÖZEL KOÞUL VE ;BAÞARI;EN KÜÇÜK;TYÇ;TASYON
KODU (1);;(3);(4);(5);(6);KONT. (7);KONT. (8);KONT. (9);AÇIKLAMALAR (10);SIRASI (11);PUAN (12);(13);(14)
;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
107390110;  Bahçe Tarýmý;2;TYT;40;1;;1;;;1847899;238.97202;;
107351125;  Bitki Koruma;2;TYT;30;1;;1;;;1312696;270.35784;;
107390378;  Dijital Tarým Teknolojileri;2;TYT;30;1;;1;;;...;----;;
107351028;  Gýda Teknolojisi;2;TYT;35;1;;1;;;1578309;254.33088;;
107390385;  Kümes Hayvanlarý Yetiþtiriciliði;2;TYT;30;1;;1;;;...;----;;
107351064;  Laborant ve Veteriner Saðlýk;2;TYT;50;2;;2;;;809854;305.88815;;
107390152;  Süt ve Besi Hayvancýlýðý;2;TYT;30;1;;1;;;1926108;234.65204;;
107350393;  Süt ve Ürünleri Teknolojisi;2;TYT;30;1;;1;;;1955569;233.05046;;
;Burdur Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107390120;  Aðýz ve Diþ Saðlýðý;2;TYT;50;2;;2;;;553268;330.85382;;
107390153;  Ameliyathane Hizmetleri;2;TYT;50;2;;2;;;605140;325.04919;;
107390096;  Anestezi;2;TYT;50;2;;2;;;408543;350.57154;;
107390084;  Fizyoterapi;2;TYT;40;1;;1;;;667853;318.68449;;
107390148;  Fizyoterapi (KKTC Uyruklu);2;TYT;1;;;;;5;902100;298.50007;;
107351037;  Ýlk ve Acil Yardým;2;TYT;35;1;;1;;;497633;337.74862;*;MEDEK
107390161;  Ortopedik Protez ve Ortez;2;TYT;30;1;;1;;;724839;313.31167;;
107390392;  Tele-Saðlýk Teknikerliði;2;TYT;30;1;;1;;;...;----;;
107390399;  Týbbi Veri Ýþleme Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;Çavdýr Meslek Yüksekokulu;;;;;;;;;;;;
107350903;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1587933;253.75873;*;MEDEK
107350948;  Sosyal Hizmetler;2;TYT;35;1;;1;;;1581526;254.13988;;
107390114;  Yaþlý Bakýmý;2;TYT;60;2;;2;;;1159726;280.21488;;
;Gölhisar Meslek Yüksekokulu;;;;;;;;;;;;
107350612;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1751836;244.35300;;
107350578;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;1184656;278.56656;;
107390406;  Coðrafi Bilgi Sistemleri;2;TYT;30;1;;1;;;...;----;;
107390413;  Çevresel Ölçüm ve Ýzleme Sistemleri Teknikerliði;2;TYT;30;1;;1;;;...;----;;
107350321;  Elektrik;2;TYT;40;1;;1;;;1504958;258.62645;;
107351116;  Harita ve Kadastro;2;TYT;30;1;;1;;;1481033;260.04797;;
107350966;  Ýnternet ve Að Teknolojileri;2;TYT;50;2;;2;;;1709462;246.75553;;
107350603;  Maliye;2;TYT;30;1;;1;;;1858217;238.40023;;
107350984;  Mimari Restorasyon;2;TYT;40;1;;1;;;1900475;236.05760;*;MEDEK
107350957;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;1;;;812041;305.70008;;
107351019;  Sosyal Güvenlik;2;TYT;60;2;;2;;;1713011;246.55178;;
107390089;  Tapu ve Kadastro;2;TYT;50;2;;2;;;1270562;273.01321;;
;Gölhisar Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107350799;  Çocuk Geliþimi;2;TYT;35;1;;1;;;1245179;274.63766;;
107350851;  Eczane Hizmetleri;2;TYT;35;1;;1;;;844090;303.06533;;
107390420;  Evde Hasta Bakýmý;2;TYT;30;1;;1;;;...;----;;
107390094;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;559148;330.16415;*;MEDEK
107390154;  Ýþ ve Uðraþý Terapisi;2;TYT;50;2;;2;;;1089778;284.92262;;
107390115;  Optisyenlik;2;TYT;30;1;;1;;;787144;307.80424;;
107350727;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;658993;319.54986;;
;Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
107390127;  Basým ve Yayým Teknolojileri;2;TYT;55;2;;2;;;1890618;236.60321;;
107350666;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1584153;253.98318;;
107350745;  Çaðrý Merkezi Hizmetleri;2;TYT;70;2;;2;;;1629627;251.32413;;
107350409;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1626635;251.49947;;
107351073;  Saðlýk Kurumlarý Ýþletmeciliði;2;TYT;30;1;;1;;;1403401;264.75812;;
107350921;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;35;1;;1;;10;997359;291.41169;*;MEDEK
;Tefenni Meslek Yüksekokulu;;;;;;;;;;;;
107351134;  Ýnsan Kaynaklarý Yönetimi;2;TYT;40;1;;1;;;1838971;239.46968;;
107390427;  Ofis Teknolojileri ve Veri Yönetimi;2;TYT;30;1;;1;;;...;----;;
;Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
107390434;  Akýllý Altyapýlar Teknikerliði;2;TYT;30;1;;1;;;...;----;;
107350551;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;842228;303.22112;;
107390441;  Bulut Biliþim Operatörlüðü;2;TYT;30;1;;1;;320;...;----;;
107390448;  Dijital Dönüþüm Elektroniði;2;TYT;30;1;;1;;320;...;----;;
107350869;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;30;1;;1;;;1803440;241.44372;;
107390455;  Elektrikli Cihaz Teknolojisi;2;TYT;50;2;;2;;;...;----;;
107390138;  Hibrid ve Elektrikli Taþýtlar Teknolojisi;2;TYT;40;1;;1;;;926106;296.68372;;
107350993;  Ýç Mekan Tasarýmý;2;TYT;50;2;;2;;;1478623;260.18642;;
107390462;  Ýmalat Yürütme Sistemleri Operatörlüðü;2;TYT;30;1;;1;;320;...;----;;
107350542;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1651449;250.07031;*;MEDEK
107351055;  Kontrol ve Otomasyon Teknolojisi;2;TYT;40;1;;1;;;1547755;256.10587;;
107390119;  Makine;2;TYT;50;2;;2;;;1364940;267.12765;;
107350939;  Mekatronik;2;TYT;40;1;;1;;;1269435;273.08239;;
107350445;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;1407665;264.49320;;
107390469;  Otonom Sistemler Teknikerliði;2;TYT;30;1;;1;;320;...;----;;
;Yeþilova Ýsmail Akýn Turizm Meslek Yüksekokulu;;;;;;;;;;;;
107390203;  Aþçýlýk;2;TYT;40;1;;1;;;1271780;272.93559;;
107390210;  Turist Rehberliði;2;TYT;35;1;;1;;;1430754;263.06699;;
107390217;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1693179;247.68129;;
;BURSA ULUDAÐ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Büyükorhan Meslek Yüksekokulu;;;;;;;;;;;;
109752088;  Avcýlýk ve Yaban Hayatý;2;TYT;40;1;;;;;1273867;272.79863;;
109790464;  Çocuk Geliþimi;2;TYT;35;1;;;;;953541;294.63290;;
109751796;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;;;;884970;299.81271;;
;Gemlik Asým Kocabýyýk Meslek Yüksekokulu;;;;;;;;;;;;
109751584;  Bahçe Tarýmý;2;TYT;40;1;;;;;1526961;257.32735;;
109751521;  Bilgisayar Programcýlýðý;2;TYT;60;2;;;;;481697;339.85224;;
109750392;  Deniz ve Liman Ýþletmeciliði;2;TYT;35;1;;;;;899071;298.72754;;
109750408;  Dýþ Ticaret;2;TYT;40;1;;;;;1006752;290.74531;;
109750417;  Gýda Teknolojisi;2;TYT;30;1;;;;;1128715;282.29022;;
109750426;  Harita ve Kadastro;2;TYT;30;1;;;;;933885;296.10178;;
109790556;  Hibrid ve Elektrikli Taþýtlar Teknolojisi;2;TYT;30;1;;;;;458404;343.07371;;
109751663;  Makine;2;TYT;60;2;;;;;745141;311.46634;;
;Harmancýk Meslek Yüksekokulu;;;;;;;;;;;;
109751133;  Aþçýlýk;2;TYT;60;2;;;;;909193;297.95362;;
109790472;  Mobilya ve Dekorasyon;2;TYT;35;1;;;;;1733020;245.41299;;
109751309;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;1579122;254.28294;;
109752043;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;;;;1418415;263.82087;;
109752052;  Turizm ve Seyahat Hizmetleri;2;TYT;30;1;;;;;1598525;253.13464;;
;Ýnegöl Meslek Yüksekokulu;;;;;;;;;;;;
109751081;  Çocuk Geliþimi;2;TYT;35;1;;;;;794219;307.20479;;
109750435;  Dýþ Ticaret;2;TYT;40;1;;;;;1079216;285.64342;;
109790661;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý;2;TYT;50;2;;;;;...;----;;
109790469;  Ýlk ve Acil Yardým;2;TYT;40;1;;;;;420241;348.74489;;
109751575;  Ýnþaat Teknolojisi;2;TYT;35;1;;;;;1182570;278.70024;;
109751336;  Ýþletme Yönetimi;2;TYT;35;1;;;;;1263566;273.46284;;
109790668;  Makine Resim ve Konstrüksiyonu;2;TYT;50;2;;;;;...;----;;
109750471;  Mobilya ve Dekorasyon;2;TYT;50;2;;;;;1363725;267.20403;;
109751257;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;1162090;280.05703;;
109751072;  Pazarlama;2;TYT;30;1;;;;;1382398;266.04636;;
109751196;  Tekstil Teknolojisi;2;TYT;50;2;;;;;1463638;261.09148;;
;Ýznik Meslek Yüksekokulu;;;;;;;;;;;;
109790471;  Çini Sanatý ve Tasarýmý;2;TYT;25;1;;;;;1190182;278.20848;;
109750532;  Gýda Teknolojisi;2;TYT;30;1;;;;;1425073;263.41568;;
109750541;  Harita ve Kadastro;2;TYT;30;1;;;;;1177007;279.05860;;
109751212;  Mimari Restorasyon;2;TYT;40;1;;;;;1142392;281.37506;;
109790460;  Seramik ve Cam Tasarýmý;2;TYT;30;1;;;;;1597662;253.18697;;
109750577;  Turist Rehberliði;2;TYT;50;2;;;;;1014590;290.18653;;
;Karacabey Meslek Yüksekokulu;;;;;;;;;;;;
109752176;  Bilgisayar Programcýlýðý;2;TYT;60;2;;;;;617797;323.73307;;
109750586;  Gýda Teknolojisi;2;TYT;30;1;;;;;1350572;268.02027;;
109751363;  Ýþletme Yönetimi;2;TYT;35;1;;;;;1534795;256.86818;;
109751803;  Laborant ve Veteriner Saðlýk;2;TYT;80;2;;;;;711773;314.51374;;
109751266;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;1499075;258.97496;;
109751769;  Organik Tarým;2;TYT;40;1;;;;;1821120;240.46244;;
109752061;  Süt ve Besi Hayvancýlýðý;2;TYT;40;1;;;;;1865516;237.99661;;
109751618;  Süt ve Ürünleri Teknolojisi;2;TYT;30;1;;;;;1862955;238.13753;;
;Keles Meslek Yüksekokulu;;;;;;;;;;;;
109751239;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;;;;1344376;268.40597;;
109751539;  Bilgisayar Programcýlýðý;2;TYT;60;2;;;;;761063;310.05617;;
109751106;  Gýda Teknolojisi;2;TYT;30;1;;;;;1694635;247.59783;;
109751345;  Ýþletme Yönetimi;2;TYT;35;1;;;;;1696861;247.47191;;
;Mennan Pasinli Atçýlýk Meslek Yüksekokulu;;;;;;;;;;;;
109752131;  Atçýlýk ve Antrenörlüðü;2;TYT;40;1;;;;;938555;295.75676;;
;Mustafakemalpaþa Meslek Yüksekokulu;;;;;;;;;;;;
109750692;  Gýda Teknolojisi;2;TYT;30;1;;;;;1472237;260.57370;;
109751354;  Ýþletme Yönetimi;2;TYT;35;1;;;;;1607876;252.59616;;
109751275;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;1643490;250.52218;;
109752007;  Organik Tarým;2;TYT;20;1;;;;;1781836;242.65920;;
109750726;  Pazarlama;2;TYT;30;1;;;;;1614174;252.22685;;
109750735;  Tohumculuk Teknolojisi;2;TYT;20;1;;;;;1687594;247.99520;;
;Orhaneli Meslek Yüksekokulu;;;;;;;;;;;;
109751645;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;40;1;;;;;1309550;270.56007;;
109752219;  Çaðrý Merkezi Hizmetleri;2;TYT;55;2;;;;;1491306;259.43642;;
109790612;  Giyim Üretim Teknolojisi;2;TYT;20;1;;;;;1503466;258.71338;;
109751284;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;1637196;250.89238;*;MEDEK
;Orhangazi Yeniköy Asil Çelik Meslek Yüksekokulu;;;;;;;;;;;;
109790570;  Bilgisayar Programcýlýðý;2;TYT;60;2;;;;;695011;316.07362;;
109790577;  Elektronik Teknolojisi;2;TYT;50;2;;;;;1182935;278.67962;;
109790584;  Makine;2;TYT;50;2;;;;;1151583;280.75763;;
109790591;  Otomotiv Teknolojisi;2;TYT;50;2;;;;;885201;299.79342;;
109790598;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði;2;TYT;50;2;;;;;1887608;236.76926;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
109750011;  Anestezi;2;TYT;40;1;;;;;285815;373.99975;;
109751654;  Ýlk ve Acil Yardým;2;TYT;40;1;;;;;353383;360.08871;;
109750038;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;;;;459525;342.91047;;
109751557;  Týbbi Görüntüleme Teknikleri;2;TYT;40;1;;;;;381153;355.10002;;
109751548;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;;;;430262;347.20081;;
;Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
109751221;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;;;;747711;311.23346;;
109751636;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;;;;900784;298.59816;;
109750065;  Dýþ Ticaret;2;TYT;40;1;;;;;747422;311.26114;;
109790461;  Emlak Yönetimi;2;TYT;55;2;;;;;1114038;283.27618;;
109751327;  Ýþletme Yönetimi;2;TYT;35;1;;;;;846860;302.84374;;
109752034;  Lojistik;2;TYT;50;2;;;;;792105;307.38588;;
109751248;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;834952;303.80988;;
109751812;  Özel Güvenlik ve Koruma;2;TYT;40;1;;;;2;1038807;288.46095;;
109750108;  Pazarlama;2;TYT;30;1;;;;;958831;294.24484;;
109750126;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;;;;946502;295.16188;;
109751512;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;;;;1096716;284.45297;;
109750144;  Yerel Yönetimler;2;TYT;55;2;;;;;1084348;285.29852;;
;Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
109750374;  Bilgisayar Programcýlýðý;2;TYT;60;2;;;;;325304;365.56129;;
109790459;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;40;1;;;;;1253042;274.13184;;
109750198;  Elektrik;2;TYT;60;2;;;;;567660;329.18548;;
109751487;  Elektronik Teknolojisi;2;TYT;60;2;;;;;671000;318.37475;;
109750214;  Endüstriyel Kalýpçýlýk;2;TYT;60;2;;;;;865589;301.33110;;
109751672;  Et ve Ürünleri Teknolojisi;2;TYT;55;2;;;;;1599874;253.05629;;
109750223;  Gýda Teknolojisi;2;TYT;35;1;;;;;833785;303.90611;;
109751169;  Grafik Tasarýmý;2;TYT;50;2;;;;;530732;333.51604;;
109790470;  Hibrid ve Elektrikli Taþýtlar Teknolojisi;2;TYT;50;2;;;;;416428;349.32546;;
109751424;  Ýklimlendirme ve Soðutma Teknolojisi;2;TYT;40;1;;;;;1095264;284.55159;;
109752113;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;;;;691020;316.44814;;
109752167;  Ýþ Saðlýðý ve Güvenliði (KKTC Uyruklu);2;TYT;1;;;;;5;;;;
109750259;  Makine;2;TYT;60;2;;;;;547125;331.57454;;
109790389;  Moda Tasarýmý;2;TYT;30;1;;;;;567248;329.23372;;
109751318;  Otomotiv Teknolojisi;2;TYT;30;1;;;;;509249;336.22832;;
109790458;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði;2;TYT;50;2;;;;;1171972;279.39555;;
109790532;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði (KKTC Uyruklu);2;TYT;1;;;;;5;;;;
109790640;  Robotik ve Yapay Zeka;2;TYT;60;2;;;;320;...;----;;
109790647;  Robotik ve Yapay Zeka (KKTC Uyruklu);2;TYT;1;;;;;5, 320;...;----;;
109751609;  Süt ve Ürünleri Teknolojisi;2;TYT;50;2;;;;;1464937;261.01477;;
109751566;  Tarým Makineleri;2;TYT;40;1;;;;;1296142;271.40087;;
109751187;  Tekstil Teknolojisi;2;TYT;60;2;;;;;909704;297.91630;;
;Yeniþehir Ýbrahim Orhan Meslek Yüksekokulu;;;;;;;;;;;;
109790390;  Bitki Koruma;2;TYT;30;1;;;;;1357600;267.58452;;
109751733;  Çocuk Geliþimi;2;TYT;30;1;;;;;965010;293.78227;;
109750841;  Dýþ Ticaret;2;TYT;40;1;;;;;1332433;269.14343;;
109750859;  Gýda Teknolojisi;2;TYT;30;1;;;;;1536515;256.76718;;
109751433;  Ýklimlendirme ve Soðutma Teknolojisi;2;TYT;30;1;;;;;1629603;251.32542;;
109752025;  Laborant ve Veteriner Saðlýk;2;TYT;50;2;;;;;779123;308.49715;;
109751293;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;;;;1406617;264.55681;;
109790654;  Otomotiv Gövde ve Yüzey Ýþlem Teknolojileri;2;TYT;40;1;;;;;...;----;;
109752185;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;30;1;;;;10;762686;309.91357;;
;ÇANAKKALE ONSEKÝZ MART ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Ayvacýk Meslek Yüksekokulu;;;;;;;;;;;;
102751021;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1411713;264.24070;;
102751269;  Geleneksel El Sanatlarý;2;TYT;20;1;;1;;;1842060;239.29847;;
102750826;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1674607;248.73900;;
102790173;  Turist Rehberliði;2;TYT;60;2;;2;;;1014118;290.22088;;
102750156;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1426526;263.32871;;
;Bayramiç Meslek Yüksekokulu;;;;;;;;;;;;
102790172;  Çocuk Geliþimi;2;TYT;30;1;;1;;;980864;292.60418;;
102751339;  Halkla Ýliþkiler ve Tanýtým;2;TYT;55;2;;2;;;1735063;245.29738;;
102790211;  Laboratuvar Teknolojisi;2;TYT;35;1;;1;;;969808;293.41798;;
102790212;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;1;;;906584;298.15458;;
;Biga Meslek Yüksekokulu;;;;;;;;;;;;
102750208;  Elektrik;2;TYT;40;1;;1;;;1119424;282.91315;;
102751375;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý;2;TYT;30;1;;1;;;1271493;272.95476;;
102751515;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý (KKTC Uyruklu);2;TYT;1;;;;;5;...;----;;
102751012;  Gýda Teknolojisi;2;TYT;35;1;;1;;;1326174;269.53014;;
102751003;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1581460;254.14312;;
102750226;  Kooperatifçilik;2;TYT;25;1;;1;;;1885534;236.88414;;
102750235;  Makine;2;TYT;50;2;;2;;;1121634;282.76260;;
102790364;  Mobilya ve Dekorasyon;2;TYT;30;1;;1;;;1717846;246.28189;;
102750747;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1527466;257.30139;;
102750808;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;1056597;287.21485;;
102750271;  Pazarlama;2;TYT;35;1;;1;;;1639121;250.77848;;
102750695;  Süt ve Ürünleri Teknolojisi;2;TYT;30;1;;1;;;1910885;235.48846;;
102790539;  Yenilenebilir Enerji Teknikerliði;2;TYT;30;1;;1;;;...;----;;
102751136;  Yerel Yönetimler;2;TYT;50;2;;2;;;1739617;245.03797;;
;Çan Meslek Yüksekokulu;;;;;;;;;;;;
102790218;  Alternatif Enerji Kaynaklarý Teknolojisi;2;TYT;30;1;;1;;;1360292;267.41838;;
102751303;  Biyomedikal Cihaz Teknolojisi;2;TYT;30;1;;1;;;1068678;286.37574;;
102751172;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý;2;TYT;30;1;;1;;;1389183;265.62966;;
102751066;  Elektronik Teknolojisi;2;TYT;25;1;;1;;;1296082;271.40539;;
102751296;  Enerji Tesisleri Ýþletmeciliði;2;TYT;30;1;;1;;;1749638;244.47240;;
102790291;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1155277;280.50773;;
102790546;  Karbon Yönetimi Teknikerliði;2;TYT;30;1;;1;;;...;----;;
102750332;  Lojistik;2;TYT;60;2;;2;;;1347902;268.18573;;
102790234;  Madencilik Teknolojisi;2;TYT;30;1;;1;;;1624074;251.64639;;
102750323;  Mekatronik;2;TYT;40;1;;1;;;959476;294.19691;;
102751278;  Mimari Dekoratif Sanatlar;2;TYT;70;2;;2;;;1924863;234.72097;;
102751057;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1681747;248.32747;;
102751551;  Sondaj Teknolojisi;2;TYT;30;1;;1;;;1703738;247.07531;;
;Çanakkale Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
102751287;  Anestezi;2;TYT;50;2;;2;;;325049;365.61519;;
102790308;  Eczane Hizmetleri;2;TYT;30;1;;1;;;553417;330.83747;;
102790553;  Eczane Hizmetleri (KKTC Uyruklu);2;TYT;1;;;;;5;...;----;;
102751321;  Elektronörofizyoloji;2;TYT;30;1;;1;;;689689;316.57083;;
102751048;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;381182;355.09450;;
102750959;  Týbbi Görüntüleme Teknikleri;2;TYT;40;1;;1;;;420065;348.77161;;
102750941;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;2;;;487807;339.04780;;
;Çanakkale Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
102751039;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;997704;291.38842;;
102751393;  Çocuk Geliþimi;2;TYT;30;1;;1;;;759054;310.22787;;
102750605;  Fotoðrafçýlýk ve Kameramanlýk;2;TYT;40;1;;1;;;965648;293.73343;;
102750977;  Halkla Ýliþkiler ve Tanýtým;2;TYT;65;2;;2;;;1081509;285.48491;;
102750817;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1034745;288.74400;;
102750738;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1110745;283.50470;;
102750986;  Yerel Yönetimler;2;TYT;60;2;;2;;;1235836;275.25166;;
;Çanakkale Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
102790560;  Alternatif Enerji Kaynaklarý Teknolojisi;2;TYT;30;1;;1;;;...;----;;
102750095;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;410759;350.22873;;
102790214;  Elektrik;2;TYT;60;2;;2;;;832926;303.97474;;
102751542;  Gýda Kalite Kontrolü ve Analizi;2;TYT;50;2;;2;;;1039120;288.44088;;
102751181;  Giyim Üretim Teknolojisi;2;TYT;30;1;;1;;;1245220;274.63513;;
102750623;  Grafik Tasarýmý;2;TYT;50;2;;2;;;673404;318.13969;;
102790292;  Ýç Mekan Tasarýmý;2;TYT;40;1;;1;;;763449;309.85127;;
102790567;  Ýnsansýz Araç Teknikerliði;2;TYT;30;1;;1;;320;...;----;;
102750968;  Ýnþaat Teknolojisi;2;TYT;40;1;;1;;;1187270;278.39781;;
102790574;  Mobil Teknolojileri;2;TYT;30;1;;1;;;...;----;;
102790581;  Otonom Sistemler Teknikerliði;2;TYT;30;1;;1;;320;...;----;;
102790588;  Oyun Geliþtirme ve Programlama;2;TYT;30;1;;1;;320;...;----;;
102790595;  Robotik ve Yapay Zeka;2;TYT;30;1;;1;;320;...;----;;
102790602;  Talaþlý Üretim Teknikerliði;2;TYT;50;2;;2;;;...;----;;
102790609;  Yapý Yüzeyi Tasarým Teknikerliði;2;TYT;20;1;;1;;;...;----;;
;Denizcilik Meslek Yüksekokulu;;;;;;;;;;;;
102790371;  Gemi Ýnþaatý;2;TYT;50;2;;2;;;630707;322.38205;;
102790378;  Mekatronik;2;TYT;30;1;;1;;;824504;304.66191;;
102790385;  Su Altý Kaynak Teknolojisi;2;TYT;25;1;;1;;57, 320;1031858;288.95078;;
102790392;  Su Altý Teknolojisi;2;TYT;25;1;;1;;57;1038211;288.50181;;
;Ezine Gýda Ýhtisas Organize Sanayi Bölgesi Meslek Yüksekokulu;;;;;;;;;;;;
102790399;  Dýþ Ticaret;2;TYT;40;1;;1;;;1622345;251.74975;;
102790406;  Gýda Kalite Kontrolü ve Analizi;2;TYT;45;2;;2;;321;1666508;249.20660;;
102790413;  Halkla Ýliþkiler ve Tanýtým;2;TYT;60;2;;2;;;1857375;238.44721;;
102790420;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1821190;240.45864;;
102790616;  Lojistik;2;TYT;30;1;;1;;;...;----;;
102790427;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1758806;243.95953;;
102790434;  Pazarlama;2;TYT;25;1;;1;;;1844458;239.16427;;
102790441;  Süt ve Ürünleri Teknolojisi;2;TYT;20;1;;1;;321;1928729;234.51137;;
102790448;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1756228;244.10614;;
;Gelibolu Piri Reis Meslek Yüksekokulu;;;;;;;;;;;;
102750377;  Deniz ve Liman Ýþletmeciliði;2;TYT;35;1;;1;;;1102506;284.06917;;
102751578;  Ýnsan Kaynaklarý Yönetimi;2;TYT;45;2;;2;;;1279169;272.46286;;
102750395;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1374206;266.54147;;
102751533;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1605580;252.72814;;
;Gökçeada Meslek Yüksekokulu;;;;;;;;;;;;
102750677;  Dýþ Ticaret;2;TYT;45;2;;2;;;1243556;274.74596;;
102750711;  Halkla Ýliþkiler ve Tanýtým;2;TYT;45;2;;2;;;1556277;255.61151;;
102750844;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1593019;253.46080;;
102750465;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1263443;273.47084;;
;Lapseki Meslek Yüksekokulu;;;;;;;;;;;;
102790623;  Akýllý Tarým ve Gýda Yönetimi;2;TYT;30;1;;1;;;...;----;;
102790216;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1241038;274.91233;;
102751154;  Bitki Koruma;2;TYT;30;1;;1;;;1370638;266.76373;;
102790240;  Biyokimya;2;TYT;45;2;;2;;;838608;303.51795;;
